Gene stable ID	Chromosome/scaffold name	Gene start(bp)	Gene end(bp)	GOSlim GOA Accession(s)	GOSlim GOA Description	HN-score(HN5)
Os03g0341000	3	12713329	12714583	GO:0140110	transcription regulator activity	-75
Os03g0341000	3	12713329	12714583	GO:0008150	biological_process	-75
Os01g0613500	1	24343518	24345172	GO:0005622	intracellular anatomical structure	-75
Os01g0613500	1	24343518	24345172	GO:0005764	lysosome	-75
Os03g0667300	3	26276422	26277614	GO:0016020	membrane	-76
Os03g0667300	3	26276422	26277614	GO:0006810	transport	-76
Os03g0667300	3	26276422	26277614	GO:0008150	biological_process	-76
Os03g0667300	3	26276422	26277614	GO:0005215	transporter activity	-76
Os03g0667300	3	26276422	26277614	GO:0003674	molecular_function	-76
Os03g0667300	3	26276422	26277614	GO:0005575	cellular_component	-76
Os03g0667300	3	26276422	26277614	GO:0005886	plasma membrane	-76
Os03g0667300	3	26276422	26277614	GO:0009987	cellular process	-76
Os06g0688200	6	28707334	28708349	GO:0005575	cellular_component	-77
Os12g0601800	12	25332774	25336537	GO:0140110	transcription regulator activity	-77
Os06g0721800	6	30658369	30659202	GO:0009987	cellular process	-77
Os06g0721800	6	30658369	30659202	GO:0008152	metabolic process	-77
Os12g0601800	12	25332774	25336537	GO:0008150	biological_process	-77
Os12g0601800	12	25332774	25336537	GO:0009987	cellular process	-77
Os12g0601800	12	25332774	25336537	GO:0008152	metabolic process	-77
Os12g0601800	12	25332774	25336537	GO:0009058	biosynthetic process	-77
Os06g0721800	6	30658369	30659202	GO:0006091	generation of precursor metabolites and energy	-77
Os06g0721800	6	30658369	30659202	GO:0003674	molecular_function	-77
Os06g0721800	6	30658369	30659202	GO:0003824	catalytic activity	-77
Os12g0601800	12	25332774	25336537	GO:0006139	nucleobase-containing compound metabolic process	-77
Os06g0721800	6	30658369	30659202	GO:0005575	cellular_component	-77
Os12g0601800	12	25332774	25336537	GO:0003700	DNA-binding transcription factor activity	-77
Os12g0601800	12	25332774	25336537	GO:0005488	binding	-77
Os12g0601800	12	25332774	25336537	GO:0005575	cellular_component	-77
Os12g0601800	12	25332774	25336537	GO:0005634	nucleus	-77
Os12g0601800	12	25332774	25336537	GO:0003674	molecular_function	-77
Os06g0688200	6	28707334	28708349	GO:0006950	response to stress	-77
Os06g0721800	6	30658369	30659202	GO:0008150	biological_process	-77
Os06g0688200	6	28707334	28708349	GO:0009605	response to external stimulus	-77
Os06g0688200	6	28707334	28708349	GO:0009607	response to biotic stimulus	-77
Os06g0688200	6	28707334	28708349	GO:0008150	biological_process	-77
Os06g0688200	6	28707334	28708349	GO:0005576	extracellular region	-77
Os06g0688200	6	28707334	28708349	GO:0016020	membrane	-77
Os12g0601800	12	25332774	25336537	GO:0005622	intracellular anatomical structure	-77
Os12g0601800	12	25332774	25336537	GO:0003676	nucleic acid binding	-77
Os12g0601800	12	25332774	25336537	GO:0003677	DNA binding	-77
Os06g0721800	6	30658369	30659202	GO:0016020	membrane	-77
Os06g0721800	6	30658369	30659202	GO:0005886	plasma membrane	-77
Os03g0439700	3	18575450	18577554	GO:0005622	intracellular anatomical structure	-80
Os03g0439700	3	18575450	18577554	GO:0009536	plastid	-80
Os01g0689451	1	28447888	28458988	GO:0003824	catalytic activity	-80
Os01g0689451	1	28447888	28458988	GO:0016740	transferase activity	-80
Os01g0689451	1	28447888	28458988	GO:0036211	protein modification process	-80
Os01g0689451	1	28447888	28458988	GO:0019538	protein metabolic process	-80
Os01g0689451	1	28447888	28458988	GO:0009056	catabolic process	-80
Os03g0439700	3	18575450	18577554	GO:0016020	membrane	-80
Os01g0689451	1	28447888	28458988	GO:0009987	cellular process	-80
Os01g0689451	1	28447888	28458988	GO:0005634	nucleus	-80
Os01g0689451	1	28447888	28458988	GO:0005622	intracellular anatomical structure	-80
Os01g0689451	1	28447888	28458988	GO:0005575	cellular_component	-80
Os01g0689451	1	28447888	28458988	GO:0008150	biological_process	-80
Os01g0689451	1	28447888	28458988	GO:0005488	binding	-80
Os01g0689451	1	28447888	28458988	GO:0003674	molecular_function	-80
Os01g0689451	1	28447888	28458988	GO:0008152	metabolic process	-80
Os03g0439700	3	18575450	18577554	GO:0005575	cellular_component	-80
Os03g0439700	3	18575450	18577554	GO:0005737	cytoplasm	-80
Os12g0236100	12	7441389	7446142	GO:0009987	cellular process	-81
Os12g0236100	12	7441389	7446142	GO:0005634	nucleus	-81
Os12g0236100	12	7441389	7446142	GO:0006810	transport	-81
Os12g0236100	12	7441389	7446142	GO:0008150	biological_process	-81
Os12g0236100	12	7441389	7446142	GO:0005575	cellular_component	-81
Os12g0236100	12	7441389	7446142	GO:0005198	structural molecule activity	-81
Os12g0236100	12	7441389	7446142	GO:0005622	intracellular anatomical structure	-81
Os12g0236100	12	7441389	7446142	GO:0005635	nuclear envelope	-81
Os12g0236100	12	7441389	7446142	GO:0016043	cellular component organization	-81
Os12g0236100	12	7441389	7446142	GO:0003674	molecular_function	-81
Os03g0404800	3	16551354	16561430	GO:0003674	molecular_function	-82
Os03g0404800	3	16551354	16561430	GO:0003824	catalytic activity	-82
Os03g0404800	3	16551354	16561430	GO:0008150	biological_process	-82
Os03g0404800	3	16551354	16561430	GO:0009058	biosynthetic process	-82
Os03g0404800	3	16551354	16561430	GO:0006629	lipid metabolic process	-82
Os03g0404800	3	16551354	16561430	GO:0008152	metabolic process	-82
Os01g0944700	1	41533329	41535615	GO:0016787	hydrolase activity	-83
Os01g0208400	1	5875794	5877849	GO:0005575	cellular_component	-83
Os01g0944700	1	41533329	41535615	GO:0005975	carbohydrate metabolic process	-83
Os01g0944700	1	41533329	41535615	GO:0008150	biological_process	-83
Os01g0944700	1	41533329	41535615	GO:0016020	membrane	-83
Os01g0944700	1	41533329	41535615	GO:0005886	plasma membrane	-83
Os01g0944700	1	41533329	41535615	GO:0005575	cellular_component	-83
Os01g0944700	1	41533329	41535615	GO:0003824	catalytic activity	-83
Os01g0208400	1	5875794	5877849	GO:0005622	intracellular anatomical structure	-83
Os01g0208400	1	5875794	5877849	GO:0005737	cytoplasm	-83
Os01g0944700	1	41533329	41535615	GO:0003674	molecular_function	-83
Os01g0944700	1	41533329	41535615	GO:0008152	metabolic process	-83
Os01g0208400	1	5875794	5877849	GO:0005773	vacuole	-83
Os09g0518200	9	20222176	20223992	GO:0003674	molecular_function	-84
Os09g0518200	9	20222176	20223992	GO:0005622	intracellular anatomical structure	-84
Os09g0518200	9	20222176	20223992	GO:0005575	cellular_component	-84
Os09g0518200	9	20222176	20223992	GO:0003824	catalytic activity	-84
Os02g0504000	2	17880882	17886285	GO:0008152	metabolic process	-84
Os02g0504000	2	17880882	17886285	GO:0009987	cellular process	-84
Os02g0504000	2	17880882	17886285	GO:0008150	biological_process	-84
Os02g0504000	2	17880882	17886285	GO:0005488	binding	-84
Os02g0504000	2	17880882	17886285	GO:0016020	membrane	-84
Os02g0504000	2	17880882	17886285	GO:0005575	cellular_component	-84
Os02g0504000	2	17880882	17886285	GO:0003824	catalytic activity	-84
Os02g0504000	2	17880882	17886285	GO:0003674	molecular_function	-84
Os09g0518200	9	20222176	20223992	GO:0016740	transferase activity	-84
Os02g0504000	2	17880882	17886285	GO:0019748	secondary metabolic process	-84
Os07g0622700	7	25753347	25760619	GO:0016787	hydrolase activity	-86
Os07g0622700	7	25753347	25760619	GO:0003824	catalytic activity	-86
Os07g0622700	7	25753347	25760619	GO:0003674	molecular_function	-86
Os02g0306401	2	11997254	12002625	GO:0009056	catabolic process	-87
Os02g0306401	2	11997254	12002625	GO:0005488	binding	-87
Os02g0306401	2	11997254	12002625	GO:0008150	biological_process	-87
Os02g0306401	2	11997254	12002625	GO:0008152	metabolic process	-87
Os02g0306401	2	11997254	12002625	GO:0009058	biosynthetic process	-87
Os02g0306401	2	11997254	12002625	GO:0009987	cellular process	-87
Os02g0306401	2	11997254	12002625	GO:0003674	molecular_function	-87
Os02g0306401	2	11997254	12002625	GO:0003824	catalytic activity	-87
Os02g0306401	2	11997254	12002625	GO:0016740	transferase activity	-87
Os06g0718400	6	30528045	30529070	GO:0008150	biological_process	-89
Os12g0132500	12	1567509	1572559	GO:0016020	membrane	-89
Os12g0132500	12	1567509	1572559	GO:0005575	cellular_component	-89
Os06g0718400	6	30528045	30529070	GO:0005886	plasma membrane	-89
Os06g0718400	6	30528045	30529070	GO:0016020	membrane	-89
Os06g0718400	6	30528045	30529070	GO:0005575	cellular_component	-89
Os06g0718400	6	30528045	30529070	GO:0009987	cellular process	-89
Os06g0718400	6	30528045	30529070	GO:0006091	generation of precursor metabolites and energy	-89
Os06g0718400	6	30528045	30529070	GO:0003674	molecular_function	-89
Os06g0718400	6	30528045	30529070	GO:0003824	catalytic activity	-89
Os06g0718400	6	30528045	30529070	GO:0008152	metabolic process	-89
Os07g0174900	7	3947968	3949371	GO:0008150	biological_process	-94
Os07g0174900	7	3947968	3949371	GO:0003674	molecular_function	-94
Os07g0174900	7	3947968	3949371	GO:0003824	catalytic activity	-94
Os07g0174900	7	3947968	3949371	GO:0016787	hydrolase activity	-94
Os07g0174900	7	3947968	3949371	GO:0005488	binding	-94
Os07g0174900	7	3947968	3949371	GO:0008289	lipid binding	-94
Os07g0174900	7	3947968	3949371	GO:0006810	transport	-94
Os09g0424300	9	15385723	15389096	GO:0005575	cellular_component	-95
Os09g0424300	9	15385723	15389096	GO:0005829	cytosol	-95
Os09g0424300	9	15385723	15389096	GO:0005737	cytoplasm	-95
Os09g0424300	9	15385723	15389096	GO:0005622	intracellular anatomical structure	-95
Os09g0424300	9	15385723	15389096	GO:0003824	catalytic activity	-95
Os09g0424300	9	15385723	15389096	GO:0009058	biosynthetic process	-95
Os09g0424300	9	15385723	15389096	GO:0008152	metabolic process	-95
Os09g0424300	9	15385723	15389096	GO:0009987	cellular process	-95
Os09g0424300	9	15385723	15389096	GO:0008150	biological_process	-95
Os09g0424300	9	15385723	15389096	GO:0003674	molecular_function	-95
Os05g0592300	5	29507007	29509972	GO:0003824	catalytic activity	-96
Os05g0592300	5	29507007	29509972	GO:0003674	molecular_function	-96
Os05g0592300	5	29507007	29509972	GO:0005488	binding	-96
Os05g0592300	5	29507007	29509972	GO:0006950	response to stress	-96
Os05g0592300	5	29507007	29509972	GO:0009628	response to abiotic stimulus	-96
Os05g0592300	5	29507007	29509972	GO:0019538	protein metabolic process	-96
Os05g0592300	5	29507007	29509972	GO:0036211	protein modification process	-96
Os05g0592300	5	29507007	29509972	GO:0008152	metabolic process	-96
Os05g0592300	5	29507007	29509972	GO:0008150	biological_process	-96
Os05g0592300	5	29507007	29509972	GO:0042221	response to chemical	-96
Os02g0594300	2	23024797	23025834	GO:0008150	biological_process	-98
Os02g0594300	2	23024797	23025834	GO:0009987	cellular process	-98
Os02g0594300	2	23024797	23025834	GO:0008152	metabolic process	-98
Os02g0594300	2	23024797	23025834	GO:0005634	nucleus	-98
Os02g0594300	2	23024797	23025834	GO:0006139	nucleobase-containing compound metabolic process	-98
Os02g0594300	2	23024797	23025834	GO:0003700	DNA-binding transcription factor activity	-98
Os02g0594300	2	23024797	23025834	GO:0140110	transcription regulator activity	-98
Os06g0295000	6	10871810	10875144	GO:0016020	membrane	-98
Os02g0594300	2	23024797	23025834	GO:0005622	intracellular anatomical structure	-98
Os02g0594300	2	23024797	23025834	GO:0005575	cellular_component	-98
Os02g0594300	2	23024797	23025834	GO:0003677	DNA binding	-98
Os02g0594300	2	23024797	23025834	GO:0003676	nucleic acid binding	-98
Os06g0295000	6	10871810	10875144	GO:0005575	cellular_component	-98
Os02g0594300	2	23024797	23025834	GO:0009058	biosynthetic process	-98
Os02g0594300	2	23024797	23025834	GO:0003674	molecular_function	-98
Os02g0594300	2	23024797	23025834	GO:0005488	binding	-98
Os07g0604700	7	24768075	24769065	GO:0005575	cellular_component	-99
Os07g0604700	7	24768075	24769065	GO:0016020	membrane	-99
Os09g0551600	9	21856873	21858935	GO:0005634	nucleus	-102
Os09g0551600	9	21856873	21858935	GO:0005488	binding	-102
Os09g0551600	9	21856873	21858935	GO:0003676	nucleic acid binding	-102
Os09g0551600	9	21856873	21858935	GO:0003677	DNA binding	-102
Os09g0551600	9	21856873	21858935	GO:0005575	cellular_component	-102
Os09g0551600	9	21856873	21858935	GO:0005622	intracellular anatomical structure	-102
Os09g0551600	9	21856873	21858935	GO:0003674	molecular_function	-102
Os03g0751100	3	30959746	30963711	GO:0005886	plasma membrane	-103
Os03g0751100	3	30959746	30963711	GO:0006810	transport	-103
Os03g0751100	3	30959746	30963711	GO:0005215	transporter activity	-103
Os03g0751100	3	30959746	30963711	GO:0016020	membrane	-103
Os03g0751100	3	30959746	30963711	GO:0005575	cellular_component	-103
Os03g0751100	3	30959746	30963711	GO:0009987	cellular process	-103
Os03g0751100	3	30959746	30963711	GO:0003674	molecular_function	-103
Os03g0751100	3	30959746	30963711	GO:0008150	biological_process	-103
Os05g0551000	5	27377539	27382166	GO:0008150	biological_process	-104
Os05g0551000	5	27377539	27382166	GO:0005488	binding	-104
Os05g0551000	5	27377539	27382166	GO:0003674	molecular_function	-104
Os05g0349800	5	16518577	16519493	GO:0005575	cellular_component	-108
Os05g0349800	5	16518577	16519493	GO:0005737	cytoplasm	-108
Os05g0349800	5	16518577	16519493	GO:0009719	response to endogenous stimulus	-108
Os05g0349800	5	16518577	16519493	GO:0005829	cytosol	-108
Os05g0349800	5	16518577	16519493	GO:0008150	biological_process	-108
Os05g0349800	5	16518577	16519493	GO:0042221	response to chemical	-108
Os05g0349800	5	16518577	16519493	GO:0005622	intracellular anatomical structure	-108
Os10g0578800	10	23075402	23079074	GO:0005575	cellular_component	-109
Os10g0578800	10	23075402	23079074	GO:0016020	membrane	-109
Os01g0871500	1	37790484	37792882	GO:0003674	molecular_function	-110
Os01g0871500	1	37790484	37792882	GO:0005215	transporter activity	-110
Os01g0871500	1	37790484	37792882	GO:0009987	cellular process	-110
Os01g0871500	1	37790484	37792882	GO:0005575	cellular_component	-110
Os01g0871500	1	37790484	37792882	GO:0016020	membrane	-110
Os01g0871500	1	37790484	37792882	GO:0008150	biological_process	-110
Os01g0871500	1	37790484	37792882	GO:0006810	transport	-110
Os01g0655500	1	26611799	26618704	GO:0016301	kinase activity	-111
Os01g0655500	1	26611799	26618704	GO:0003674	molecular_function	-111
Os01g0655500	1	26611799	26618704	GO:0003824	catalytic activity	-111
Os01g0655500	1	26611799	26618704	GO:0016740	transferase activity	-111
Os01g0655500	1	26611799	26618704	GO:0005622	intracellular anatomical structure	-111
Os01g0655500	1	26611799	26618704	GO:0008150	biological_process	-111
Os01g0655500	1	26611799	26618704	GO:0000166	nucleotide binding	-111
Os01g0655500	1	26611799	26618704	GO:0005634	nucleus	-111
Os01g0655500	1	26611799	26618704	GO:0005737	cytoplasm	-111
Os01g0655500	1	26611799	26618704	GO:0007049	cell cycle	-111
Os01g0655500	1	26611799	26618704	GO:0006950	response to stress	-111
Os01g0655500	1	26611799	26618704	GO:0009628	response to abiotic stimulus	-111
Os01g0655500	1	26611799	26618704	GO:0009507	chloroplast	-111
Os01g0655500	1	26611799	26618704	GO:0009536	plastid	-111
Os01g0655500	1	26611799	26618704	GO:0008152	metabolic process	-111
Os01g0655500	1	26611799	26618704	GO:0009987	cellular process	-111
Os01g0655500	1	26611799	26618704	GO:0005488	binding	-111
Os01g0655500	1	26611799	26618704	GO:0019538	protein metabolic process	-111
Os01g0655500	1	26611799	26618704	GO:0036211	protein modification process	-111
Os01g0655500	1	26611799	26618704	GO:0005575	cellular_component	-111
Os03g0379300	3	15000100	15002140	GO:0005515	protein binding	-112
Os03g0379300	3	15000100	15002140	GO:0003677	DNA binding	-112
Os03g0379300	3	15000100	15002140	GO:0003676	nucleic acid binding	-112
Os03g0379300	3	15000100	15002140	GO:0005634	nucleus	-112
Os03g0379300	3	15000100	15002140	GO:0005622	intracellular anatomical structure	-112
Os03g0379300	3	15000100	15002140	GO:0005575	cellular_component	-112
Os03g0379300	3	15000100	15002140	GO:0005488	binding	-112
Os03g0379300	3	15000100	15002140	GO:0003674	molecular_function	-112
Os03g0322900	3	11699307	11700672	GO:0042221	response to chemical	-113
Os03g0322900	3	11699307	11700672	GO:0005575	cellular_component	-113
Os03g0322900	3	11699307	11700672	GO:0005622	intracellular anatomical structure	-113
Os03g0322900	3	11699307	11700672	GO:0005634	nucleus	-113
Os03g0322900	3	11699307	11700672	GO:0008150	biological_process	-113
Os03g0322900	3	11699307	11700672	GO:0006950	response to stress	-113
Os11g0151500	11	2413598	2417423	GO:0005215	transporter activity	-113
Os11g0151500	11	2413598	2417423	GO:0003674	molecular_function	-113
Os11g0151500	11	2413598	2417423	GO:0006810	transport	-113
Os11g0151500	11	2413598	2417423	GO:0008150	biological_process	-113
Os11g0151500	11	2413598	2417423	GO:0009987	cellular process	-113
Os11g0151500	11	2413598	2417423	GO:0016020	membrane	-113
Os11g0151500	11	2413598	2417423	GO:0005575	cellular_component	-113
Os03g0322900	3	11699307	11700672	GO:0009628	response to abiotic stimulus	-113
Os02g0579000	2	22258833	22260681	GO:0005622	intracellular anatomical structure	-118
Os02g0579000	2	22258833	22260681	GO:0005634	nucleus	-118
Os02g0579000	2	22258833	22260681	GO:0003674	molecular_function	-118
Os01g0444100	1	16982700	16982963	GO:0005575	cellular_component	-118
Os02g0579000	2	22258833	22260681	GO:0008150	biological_process	-118
Os02g0579000	2	22258833	22260681	GO:0009987	cellular process	-118
Os02g0579000	2	22258833	22260681	GO:0008152	metabolic process	-118
Os02g0579000	2	22258833	22260681	GO:0005488	binding	-118
Os02g0579000	2	22258833	22260681	GO:0006139	nucleobase-containing compound metabolic process	-118
Os02g0579000	2	22258833	22260681	GO:0005575	cellular_component	-118
Os02g0579000	2	22258833	22260681	GO:0009058	biosynthetic process	-118
Os02g0579000	2	22258833	22260681	GO:0003677	DNA binding	-118
Os02g0579000	2	22258833	22260681	GO:0003676	nucleic acid binding	-118
Os01g0444100	1	16982700	16982963	GO:0016020	membrane	-118
Os11g0154900	11	2560816	2563634	GO:0006139	nucleobase-containing compound metabolic process	-122
Os10g0475100	10	17682792	17689465	GO:0000166	nucleotide binding	-122
Os11g0154900	11	2560816	2563634	GO:0009058	biosynthetic process	-122
Os11g0154900	11	2560816	2563634	GO:0005575	cellular_component	-122
Os11g0154900	11	2560816	2563634	GO:0005622	intracellular anatomical structure	-122
Os11g0154900	11	2560816	2563634	GO:0005634	nucleus	-122
Os11g0154900	11	2560816	2563634	GO:0140110	transcription regulator activity	-122
Os11g0154900	11	2560816	2563634	GO:0003700	DNA-binding transcription factor activity	-122
Os11g0154900	11	2560816	2563634	GO:0003674	molecular_function	-122
Os11g0154900	11	2560816	2563634	GO:0003677	DNA binding	-122
Os11g0154900	11	2560816	2563634	GO:0008152	metabolic process	-122
Os10g0475100	10	17682792	17689465	GO:0005488	binding	-122
Os10g0475100	10	17682792	17689465	GO:0003824	catalytic activity	-122
Os11g0154900	11	2560816	2563634	GO:0009987	cellular process	-122
Os10g0475100	10	17682792	17689465	GO:0003674	molecular_function	-122
Os11g0154900	11	2560816	2563634	GO:0008150	biological_process	-122
Os11g0154900	11	2560816	2563634	GO:0003676	nucleic acid binding	-122
Os11g0154900	11	2560816	2563634	GO:0005488	binding	-122
Os04g0381700	4	18720467	18722735	GO:0003676	nucleic acid binding	-127
Os04g0381700	4	18720467	18722735	GO:0003677	DNA binding	-127
Os04g0381700	4	18720467	18722735	GO:0005575	cellular_component	-127
Os02g0649900	2	26171617	26174918	GO:0007275	multicellular organism development	-127
Os04g0381700	4	18720467	18722735	GO:0005622	intracellular anatomical structure	-127
Os04g0381700	4	18720467	18722735	GO:0005488	binding	-127
Os04g0381700	4	18720467	18722735	GO:0005515	protein binding	-127
Os04g0381700	4	18720467	18722735	GO:0003674	molecular_function	-127
Os04g0381700	4	18720467	18722735	GO:0005634	nucleus	-127
Os02g0649900	2	26171617	26174918	GO:0008150	biological_process	-127
Os02g0649900	2	26171617	26174918	GO:0000003	reproduction	-127
Os02g0649900	2	26171617	26174918	GO:0048856	anatomical structure development	-127
Os02g0649900	2	26171617	26174918	GO:0003674	molecular_function	-127
Os02g0649900	2	26171617	26174918	GO:0009791	post-embryonic development	-127
Os04g0381700	4	18720467	18722735	GO:0006139	nucleobase-containing compound metabolic process	-127
Os02g0649900	2	26171617	26174918	GO:0006810	transport	-127
Os02g0649900	2	26171617	26174918	GO:0009987	cellular process	-127
Os02g0649900	2	26171617	26174918	GO:0019725	cellular homeostasis	-127
Os02g0649900	2	26171617	26174918	GO:0042221	response to chemical	-127
Os02g0649900	2	26171617	26174918	GO:0005575	cellular_component	-127
Os04g0381700	4	18720467	18722735	GO:0140110	transcription regulator activity	-127
Os02g0649900	2	26171617	26174918	GO:0005215	transporter activity	-127
Os02g0649900	2	26171617	26174918	GO:0016020	membrane	-127
Os04g0381700	4	18720467	18722735	GO:0009058	biosynthetic process	-127
Os04g0381700	4	18720467	18722735	GO:0008152	metabolic process	-127
Os04g0381700	4	18720467	18722735	GO:0009987	cellular process	-127
Os04g0381700	4	18720467	18722735	GO:0008150	biological_process	-127
Os02g0649900	2	26171617	26174918	GO:0005886	plasma membrane	-127
Os04g0381700	4	18720467	18722735	GO:0003700	DNA-binding transcription factor activity	-127
Os09g0129800	9	2306101	2306565	GO:0005575	cellular_component	-134
Os09g0129800	9	2306101	2306565	GO:0016020	membrane	-134
Os11g0134900	11	1618494	1623978	GO:0006810	transport	-135
Os11g0134900	11	1618494	1623978	GO:0008150	biological_process	-135
Os11g0134900	11	1618494	1623978	GO:0009987	cellular process	-135
Os11g0134900	11	1618494	1623978	GO:0005215	transporter activity	-135
Os11g0134900	11	1618494	1623978	GO:0003674	molecular_function	-135
Os11g0134900	11	1618494	1623978	GO:0005575	cellular_component	-135
Os11g0134900	11	1618494	1623978	GO:0016020	membrane	-135
Os04g0282400	4	12062977	12063828	GO:0009791	post-embryonic development	-136
Os04g0282400	4	12062977	12063828	GO:0009908	flower development	-136
Os01g0800900	1	33917599	33918536	GO:0036211	protein modification process	-136
Os04g0282400	4	12062977	12063828	GO:0007275	multicellular organism development	-136
Os01g0800900	1	33917599	33918536	GO:0005488	binding	-136
Os01g0800900	1	33917599	33918536	GO:0005515	protein binding	-136
Os01g0800900	1	33917599	33918536	GO:0009719	response to endogenous stimulus	-136
Os01g0800900	1	33917599	33918536	GO:0042221	response to chemical	-136
Os01g0800900	1	33917599	33918536	GO:0007165	signal transduction	-136
Os01g0800900	1	33917599	33918536	GO:0007154	cell communication	-136
Os01g0800900	1	33917599	33918536	GO:0005737	cytoplasm	-136
Os01g0800900	1	33917599	33918536	GO:0005622	intracellular anatomical structure	-136
Os01g0800900	1	33917599	33918536	GO:0005575	cellular_component	-136
Os01g0800900	1	33917599	33918536	GO:0016740	transferase activity	-136
Os01g0800900	1	33917599	33918536	GO:0003824	catalytic activity	-136
Os01g0800900	1	33917599	33918536	GO:0003674	molecular_function	-136
Os01g0800900	1	33917599	33918536	GO:0019538	protein metabolic process	-136
Os01g0800900	1	33917599	33918536	GO:0009056	catabolic process	-136
Os01g0800900	1	33917599	33918536	GO:0008152	metabolic process	-136
Os01g0800900	1	33917599	33918536	GO:0009987	cellular process	-136
Os01g0800900	1	33917599	33918536	GO:0008150	biological_process	-136
Os04g0282400	4	12062977	12063828	GO:0000003	reproduction	-136
Os04g0282400	4	12062977	12063828	GO:0048856	anatomical structure development	-136
Os04g0282400	4	12062977	12063828	GO:0008150	biological_process	-136
Os01g0871600	1	37795606	37797741	GO:0003674	molecular_function	-137
Os01g0871600	1	37795606	37797741	GO:0016020	membrane	-137
Os01g0871600	1	37795606	37797741	GO:0005575	cellular_component	-137
Os01g0871600	1	37795606	37797741	GO:0005215	transporter activity	-137
Os01g0871600	1	37795606	37797741	GO:0008150	biological_process	-137
Os01g0871600	1	37795606	37797741	GO:0009987	cellular process	-137
Os01g0871600	1	37795606	37797741	GO:0006810	transport	-137
Os09g0129600	9	2297916	2298519	GO:0005575	cellular_component	-140
Os09g0129600	9	2297916	2298519	GO:0016020	membrane	-140
Os04g0578600	4	29178889	29181660	GO:0005575	cellular_component	-147
Os04g0578600	4	29178889	29181660	GO:0016020	membrane	-147
Os04g0578600	4	29178889	29181660	GO:0005886	plasma membrane	-147
Os04g0578600	4	29178889	29181660	GO:0003824	catalytic activity	-147
Os04g0578600	4	29178889	29181660	GO:0003674	molecular_function	-147
Os02g0650300	2	26200136	26204468	GO:0005215	transporter activity	-151
Os02g0650300	2	26200136	26204468	GO:0006810	transport	-151
Os02g0650300	2	26200136	26204468	GO:0005886	plasma membrane	-151
Os02g0650300	2	26200136	26204468	GO:0003674	molecular_function	-151
Os02g0650300	2	26200136	26204468	GO:0005575	cellular_component	-151
Os02g0650300	2	26200136	26204468	GO:0048856	anatomical structure development	-151
Os02g0650300	2	26200136	26204468	GO:0008150	biological_process	-151
Os02g0650300	2	26200136	26204468	GO:0007275	multicellular organism development	-151
Os02g0650300	2	26200136	26204468	GO:0009791	post-embryonic development	-151
Os02g0650300	2	26200136	26204468	GO:0019725	cellular homeostasis	-151
Os02g0650300	2	26200136	26204468	GO:0016020	membrane	-151
Os02g0650300	2	26200136	26204468	GO:0042221	response to chemical	-151
Os02g0650300	2	26200136	26204468	GO:0009987	cellular process	-151
Os02g0650300	2	26200136	26204468	GO:0000003	reproduction	-151
Os07g0258400	7	8966025	8970880	GO:0006810	transport	-166
Os07g0258400	7	8966025	8970880	GO:0005215	transporter activity	-166
Os07g0258400	7	8966025	8970880	GO:0003674	molecular_function	-166
Os07g0258400	7	8966025	8970880	GO:0008150	biological_process	-166
Os07g0258400	7	8966025	8970880	GO:0009987	cellular process	-166
Os07g0258400	7	8966025	8970880	GO:0005575	cellular_component	-166
Os07g0258400	7	8966025	8970880	GO:0016020	membrane	-166
Os01g0952800	1	41971444	41978093	GO:0005634	nucleus	-173
Os01g0952800	1	41971444	41978093	GO:0005737	cytoplasm	-173
Os01g0952800	1	41971444	41978093	GO:0005488	binding	-173
Os01g0952800	1	41971444	41978093	GO:0005622	intracellular anatomical structure	-173
Os01g0952800	1	41971444	41978093	GO:0003676	nucleic acid binding	-173
Os01g0952800	1	41971444	41978093	GO:0008150	biological_process	-173
Os01g0952800	1	41971444	41978093	GO:0009987	cellular process	-173
Os01g0952800	1	41971444	41978093	GO:0008152	metabolic process	-173
Os01g0952800	1	41971444	41978093	GO:0009058	biosynthetic process	-173
Os01g0952800	1	41971444	41978093	GO:0006139	nucleobase-containing compound metabolic process	-173
Os01g0952800	1	41971444	41978093	GO:0003674	molecular_function	-173
Os01g0952800	1	41971444	41978093	GO:0005575	cellular_component	-173
Os01g0952800	1	41971444	41978093	GO:0009605	response to external stimulus	-173
Os01g0952800	1	41971444	41978093	GO:0006950	response to stress	-173
Os01g0952800	1	41971444	41978093	GO:0005515	protein binding	-173
Os01g0952800	1	41971444	41978093	GO:0007165	signal transduction	-173
Os01g0952800	1	41971444	41978093	GO:0042221	response to chemical	-173
Os01g0952800	1	41971444	41978093	GO:0003677	DNA binding	-173
Os01g0952800	1	41971444	41978093	GO:0003700	DNA-binding transcription factor activity	-173
Os01g0952800	1	41971444	41978093	GO:0140110	transcription regulator activity	-173
Os01g0952800	1	41971444	41978093	GO:0007154	cell communication	-173
Os01g0952800	1	41971444	41978093	GO:0019748	secondary metabolic process	-173
Os01g0952800	1	41971444	41978093	GO:0009719	response to endogenous stimulus	-173
Os03g0307200	3	10926469	10927729	GO:0016740	transferase activity	-182
Os03g0307200	3	10926469	10927729	GO:0008150	biological_process	-182
Os03g0307200	3	10926469	10927729	GO:0009987	cellular process	-182
Os03g0307200	3	10926469	10927729	GO:0003824	catalytic activity	-182
Os03g0307200	3	10926469	10927729	GO:0003674	molecular_function	-182
