Gene stable ID	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	HN-score(HN5)	organism	start1 (bp)	end1 (bp)	GOSlim GOA Accession(s)	GOSlim GOA Description
Os06g0668200	R_6	27676510	27679751	140	rice	27676510	27679751	GO:0008150	biological_process
Os06g0668200	R_6	27676510	27679751	140	rice	27676510	27679751	GO:0009987	cellular process
Os06g0668200	R_6	27676510	27679751	140	rice	27676510	27679751	GO:0008152	metabolic process
Os06g0668200	R_6	27676510	27679751	140	rice	27676510	27679751	GO:0005975	carbohydrate metabolic process
Os06g0668200	R_6	27676510	27679751	140	rice	27676510	27679751	GO:0009056	catabolic process
Os06g0668200	R_6	27676510	27679751	140	rice	27676510	27679751	GO:0006091	generation of precursor metabolites and energy
Os06g0668200	R_6	27676510	27679751	140	rice	27676510	27679751	GO:0006139	nucleobase-containing compound metabolic process
Os06g0668200	R_6	27676510	27679751	140	rice	27676510	27679751	GO:0009058	biosynthetic process
Os06g0668200	R_6	27676510	27679751	140	rice	27676510	27679751	GO:0005488	binding
Os06g0668200	R_6	27676510	27679751	140	rice	27676510	27679751	GO:0000166	nucleotide binding
Os06g0668200	R_6	27676510	27679751	140	rice	27676510	27679751	GO:0006950	response to stress
Os06g0668200	R_6	27676510	27679751	140	rice	27676510	27679751	GO:0009628	response to abiotic stimulus
Os06g0668200	R_6	27676510	27679751	140	rice	27676510	27679751	GO:0005575	cellular_component
Os06g0668200	R_6	27676510	27679751	140	rice	27676510	27679751	GO:0005622	intracellular anatomical structure
Os06g0668200	R_6	27676510	27679751	140	rice	27676510	27679751	GO:0005737	cytoplasm
Os06g0668200	R_6	27676510	27679751	140	rice	27676510	27679751	GO:0005829	cytosol
Os06g0668200	R_6	27676510	27679751	140	rice	27676510	27679751	GO:0009607	response to biotic stimulus
Os06g0668200	R_6	27676510	27679751	140	rice	27676510	27679751	GO:0009605	response to external stimulus
Os06g0668200	R_6	27676510	27679751	140	rice	27676510	27679751	GO:0042221	response to chemical
Os06g0668200	R_6	27676510	27679751	140	rice	27676510	27679751	GO:0009416	response to light stimulus
Os11g0453900	R_11	15320288	15321526	138	rice	15320288	15321526	GO:0008150	biological_process
Os11g0453900	R_11	15320288	15321526	138	rice	15320288	15321526	GO:0042221	response to chemical
Os11g0453900	R_11	15320288	15321526	138	rice	15320288	15321526	GO:0009719	response to endogenous stimulus
Os11g0453900	R_11	15320288	15321526	138	rice	15320288	15321526	GO:0005575	cellular_component
Os11g0453900	R_11	15320288	15321526	138	rice	15320288	15321526	GO:0005622	intracellular anatomical structure
Os11g0453900	R_11	15320288	15321526	138	rice	15320288	15321526	GO:0005737	cytoplasm
Os11g0453900	R_11	15320288	15321526	138	rice	15320288	15321526	GO:0005829	cytosol
Os11g0453900	R_11	15320288	15321526	138	rice	15320288	15321526	GO:0006950	response to stress
Os11g0453900	R_11	15320288	15321526	138	rice	15320288	15321526	GO:0009628	response to abiotic stimulus
Os04g0561500	R_4	28108757	28113603	135	rice	28108757	28113603	GO:0003674	molecular_function
Os04g0561500	R_4	28108757	28113603	135	rice	28108757	28113603	GO:0003824	catalytic activity
Os04g0561500	R_4	28108757	28113603	135	rice	28108757	28113603	GO:0016787	hydrolase activity
Os04g0561500	R_4	28108757	28113603	135	rice	28108757	28113603	GO:0005575	cellular_component
Os04g0561500	R_4	28108757	28113603	135	rice	28108757	28113603	GO:0005622	intracellular anatomical structure
Os04g0561500	R_4	28108757	28113603	135	rice	28108757	28113603	GO:0005737	cytoplasm
Os04g0561500	R_4	28108757	28113603	135	rice	28108757	28113603	GO:0005829	cytosol
Os04g0561500	R_4	28108757	28113603	135	rice	28108757	28113603	GO:0008150	biological_process
Os04g0561500	R_4	28108757	28113603	135	rice	28108757	28113603	GO:0008152	metabolic process
Os04g0561500	R_4	28108757	28113603	135	rice	28108757	28113603	GO:0019538	protein metabolic process
Os01g0757500	R_1	31811367	31814552	135	rice	31811367	31814552	GO:0003674	molecular_function
Os01g0757500	R_1	31811367	31814552	135	rice	31811367	31814552	GO:0005515	protein binding
Os01g0757500	R_1	31811367	31814552	135	rice	31811367	31814552	GO:0005488	binding
Os01g0757500	R_1	31811367	31814552	135	rice	31811367	31814552	GO:0005575	cellular_component
Os01g0757500	R_1	31811367	31814552	135	rice	31811367	31814552	GO:0005886	plasma membrane
Os01g0757500	R_1	31811367	31814552	135	rice	31811367	31814552	GO:0016020	membrane
Os01g0757500	R_1	31811367	31814552	135	rice	31811367	31814552	GO:0005622	intracellular anatomical structure
Os01g0757500	R_1	31811367	31814552	135	rice	31811367	31814552	GO:0005634	nucleus
Os01g0757500	R_1	31811367	31814552	135	rice	31811367	31814552	GO:0005737	cytoplasm
Os01g0757500	R_1	31811367	31814552	135	rice	31811367	31814552	GO:0008150	biological_process
Os01g0757500	R_1	31811367	31814552	135	rice	31811367	31814552	GO:0006950	response to stress
Os06g0565200	R_6	21761304	21762421	135	rice	21761304	21762421	GO:0003674	molecular_function
Os06g0565200	R_6	21761304	21762421	135	rice	21761304	21762421	GO:0005488	binding
Os06g0565200	R_6	21761304	21762421	135	rice	21761304	21762421	GO:0003676	nucleic acid binding
Os06g0565200	R_6	21761304	21762421	135	rice	21761304	21762421	GO:0003677	DNA binding
Os06g0565200	R_6	21761304	21762421	135	rice	21761304	21762421	GO:0005575	cellular_component
Os06g0565200	R_6	21761304	21762421	135	rice	21761304	21762421	GO:0005622	intracellular anatomical structure
Os06g0565200	R_6	21761304	21762421	135	rice	21761304	21762421	GO:0005634	nucleus
Os06g0565200	R_6	21761304	21762421	135	rice	21761304	21762421	GO:0005737	cytoplasm
Os06g0565200	R_6	21761304	21762421	135	rice	21761304	21762421	GO:0008150	biological_process
Os06g0565200	R_6	21761304	21762421	135	rice	21761304	21762421	GO:0009987	cellular process
Os06g0565200	R_6	21761304	21762421	135	rice	21761304	21762421	GO:0008152	metabolic process
Os06g0565200	R_6	21761304	21762421	135	rice	21761304	21762421	GO:0009058	biosynthetic process
Os06g0565200	R_6	21761304	21762421	135	rice	21761304	21762421	GO:0006139	nucleobase-containing compound metabolic process
Os06g0565200	R_6	21761304	21762421	135	rice	21761304	21762421	GO:0003700	DNA-binding transcription factor activity
Os06g0565200	R_6	21761304	21762421	135	rice	21761304	21762421	GO:0140110	transcription regulator activity
Os06g0565200	R_6	21761304	21762421	135	rice	21761304	21762421	GO:0006950	response to stress
Os06g0565200	R_6	21761304	21762421	135	rice	21761304	21762421	GO:0009628	response to abiotic stimulus
Os06g0253100	R_6	7940956	7941680	129	rice	7940956	7941680	GO:0003674	molecular_function
Os06g0253100	R_6	7940956	7941680	129	rice	7940956	7941680	GO:0005515	protein binding
Os06g0253100	R_6	7940956	7941680	129	rice	7940956	7941680	GO:0005488	binding
Os06g0253100	R_6	7940956	7941680	129	rice	7940956	7941680	GO:0008150	biological_process
Os06g0253100	R_6	7940956	7941680	129	rice	7940956	7941680	GO:0009987	cellular process
Os06g0253100	R_6	7940956	7941680	129	rice	7940956	7941680	GO:0016043	cellular component organization
Os06g0253100	R_6	7940956	7941680	129	rice	7940956	7941680	GO:0006950	response to stress
Os06g0253100	R_6	7940956	7941680	129	rice	7940956	7941680	GO:0009628	response to abiotic stimulus
Os06g0253100	R_6	7940956	7941680	129	rice	7940956	7941680	GO:0042221	response to chemical
Os06g0253100	R_6	7940956	7941680	129	rice	7940956	7941680	GO:0005575	cellular_component
Os06g0253100	R_6	7940956	7941680	129	rice	7940956	7941680	GO:0005622	intracellular anatomical structure
Os06g0253100	R_6	7940956	7941680	129	rice	7940956	7941680	GO:0005737	cytoplasm
Os06g0253100	R_6	7940956	7941680	129	rice	7940956	7941680	GO:0005777	peroxisome
Os02g0773200	R_2	32643551	32644836	127	rice	32643551	32644836	GO:0005575	cellular_component
Os02g0773200	R_2	32643551	32644836	127	rice	32643551	32644836	GO:0005886	plasma membrane
Os02g0773200	R_2	32643551	32644836	127	rice	32643551	32644836	GO:0016020	membrane
Os02g0773200	R_2	32643551	32644836	127	rice	32643551	32644836	GO:0003674	molecular_function
Os02g0773200	R_2	32643551	32644836	127	rice	32643551	32644836	GO:0005515	protein binding
Os02g0773200	R_2	32643551	32644836	127	rice	32643551	32644836	GO:0005488	binding
Os02g0773200	R_2	32643551	32644836	127	rice	32643551	32644836	GO:0005622	intracellular anatomical structure
Os02g0773200	R_2	32643551	32644836	127	rice	32643551	32644836	GO:0005737	cytoplasm
Os06g0195800	R_6	4868189	4870144	123	rice	4868189	4870144	GO:0005575	cellular_component
Os06g0195800	R_6	4868189	4870144	123	rice	4868189	4870144	GO:0005622	intracellular anatomical structure
Os06g0195800	R_6	4868189	4870144	123	rice	4868189	4870144	GO:0005737	cytoplasm
Os06g0195800	R_6	4868189	4870144	123	rice	4868189	4870144	GO:0005783	endoplasmic reticulum
Os06g0553100	R_6	20998086	20998850	120	rice	20998086	20998850	GO:0003674	molecular_function
Os06g0553100	R_6	20998086	20998850	120	rice	20998086	20998850	GO:0005488	binding
Os06g0553100	R_6	20998086	20998850	120	rice	20998086	20998850	GO:0003676	nucleic acid binding
Os06g0553100	R_6	20998086	20998850	120	rice	20998086	20998850	GO:0003677	DNA binding
Os06g0553100	R_6	20998086	20998850	120	rice	20998086	20998850	GO:0005575	cellular_component
Os06g0553100	R_6	20998086	20998850	120	rice	20998086	20998850	GO:0005622	intracellular anatomical structure
Os06g0553100	R_6	20998086	20998850	120	rice	20998086	20998850	GO:0005634	nucleus
Os06g0553100	R_6	20998086	20998850	120	rice	20998086	20998850	GO:0008150	biological_process
Os06g0553100	R_6	20998086	20998850	120	rice	20998086	20998850	GO:0009987	cellular process
Os06g0553100	R_6	20998086	20998850	120	rice	20998086	20998850	GO:0008152	metabolic process
Os06g0553100	R_6	20998086	20998850	120	rice	20998086	20998850	GO:0009058	biosynthetic process
Os06g0553100	R_6	20998086	20998850	120	rice	20998086	20998850	GO:0006139	nucleobase-containing compound metabolic process
Os06g0553100	R_6	20998086	20998850	120	rice	20998086	20998850	GO:0003700	DNA-binding transcription factor activity
Os06g0553100	R_6	20998086	20998850	120	rice	20998086	20998850	GO:0140110	transcription regulator activity
Os06g0553100	R_6	20998086	20998850	120	rice	20998086	20998850	GO:0006950	response to stress
Os06g0553100	R_6	20998086	20998850	120	rice	20998086	20998850	GO:0009628	response to abiotic stimulus
Os11g0506800	R_11	18070313	18071749	119	rice	18070313	18071749	GO:0003674	molecular_function
Os11g0506800	R_11	18070313	18071749	119	rice	18070313	18071749	GO:0005515	protein binding
Os11g0506800	R_11	18070313	18071749	119	rice	18070313	18071749	GO:0005488	binding
Os11g0506800	R_11	18070313	18071749	119	rice	18070313	18071749	GO:0005575	cellular_component
Os11g0506800	R_11	18070313	18071749	119	rice	18070313	18071749	GO:0008150	biological_process
Os11g0506800	R_11	18070313	18071749	119	rice	18070313	18071749	GO:0009987	cellular process
Os06g0592500	R_6	23293383	23294073	118	rice	23293383	23294073	GO:0003674	molecular_function
Os06g0592500	R_6	23293383	23294073	118	rice	23293383	23294073	GO:0008150	biological_process
Os06g0592500	R_6	23293383	23294073	118	rice	23293383	23294073	GO:0009987	cellular process
Os06g0592500	R_6	23293383	23294073	118	rice	23293383	23294073	GO:0008152	metabolic process
Os06g0592500	R_6	23293383	23294073	118	rice	23293383	23294073	GO:0009058	biosynthetic process
Os06g0592500	R_6	23293383	23294073	118	rice	23293383	23294073	GO:0006139	nucleobase-containing compound metabolic process
Os06g0592500	R_6	23293383	23294073	118	rice	23293383	23294073	GO:0140110	transcription regulator activity
Os06g0592500	R_6	23293383	23294073	118	rice	23293383	23294073	GO:0005488	binding
Os06g0592500	R_6	23293383	23294073	118	rice	23293383	23294073	GO:0003676	nucleic acid binding
Os06g0592500	R_6	23293383	23294073	118	rice	23293383	23294073	GO:0003677	DNA binding
Os06g0592500	R_6	23293383	23294073	118	rice	23293383	23294073	GO:0006950	response to stress
Os06g0592500	R_6	23293383	23294073	118	rice	23293383	23294073	GO:0009628	response to abiotic stimulus
Os06g0592500	R_6	23293383	23294073	118	rice	23293383	23294073	GO:0005575	cellular_component
Os06g0592500	R_6	23293383	23294073	118	rice	23293383	23294073	GO:0005622	intracellular anatomical structure
Os06g0592500	R_6	23293383	23294073	118	rice	23293383	23294073	GO:0005634	nucleus
Os06g0592500	R_6	23293383	23294073	118	rice	23293383	23294073	GO:0005730	nucleolus
Os06g0592500	R_6	23293383	23294073	118	rice	23293383	23294073	GO:0042221	response to chemical
Os06g0592500	R_6	23293383	23294073	118	rice	23293383	23294073	GO:0009719	response to endogenous stimulus
Os03g0745000	R_3	30604067	30607159	114	rice	30604067	30607159	GO:0003674	molecular_function
Os03g0745000	R_3	30604067	30607159	114	rice	30604067	30607159	GO:0005488	binding
Os03g0745000	R_3	30604067	30607159	114	rice	30604067	30607159	GO:0003676	nucleic acid binding
Os03g0745000	R_3	30604067	30607159	114	rice	30604067	30607159	GO:0003677	DNA binding
Os03g0745000	R_3	30604067	30607159	114	rice	30604067	30607159	GO:0005575	cellular_component
Os03g0745000	R_3	30604067	30607159	114	rice	30604067	30607159	GO:0005622	intracellular anatomical structure
Os03g0745000	R_3	30604067	30607159	114	rice	30604067	30607159	GO:0005634	nucleus
Os03g0745000	R_3	30604067	30607159	114	rice	30604067	30607159	GO:0008150	biological_process
Os03g0745000	R_3	30604067	30607159	114	rice	30604067	30607159	GO:0009987	cellular process
Os03g0745000	R_3	30604067	30607159	114	rice	30604067	30607159	GO:0008152	metabolic process
Os03g0745000	R_3	30604067	30607159	114	rice	30604067	30607159	GO:0009058	biosynthetic process
Os03g0745000	R_3	30604067	30607159	114	rice	30604067	30607159	GO:0006139	nucleobase-containing compound metabolic process
Os03g0745000	R_3	30604067	30607159	114	rice	30604067	30607159	GO:0003700	DNA-binding transcription factor activity
Os03g0745000	R_3	30604067	30607159	114	rice	30604067	30607159	GO:0140110	transcription regulator activity
Os05g0460000	R_5	22599462	22602556	113	rice	22599462	22602556	GO:0003674	molecular_function
Os05g0460000	R_5	22599462	22602556	113	rice	22599462	22602556	GO:0005515	protein binding
Os05g0460000	R_5	22599462	22602556	113	rice	22599462	22602556	GO:0005488	binding
Os05g0460000	R_5	22599462	22602556	113	rice	22599462	22602556	GO:0008150	biological_process
Os05g0460000	R_5	22599462	22602556	113	rice	22599462	22602556	GO:0009987	cellular process
Os05g0460000	R_5	22599462	22602556	113	rice	22599462	22602556	GO:0003824	catalytic activity
Os05g0460000	R_5	22599462	22602556	113	rice	22599462	22602556	GO:0016787	hydrolase activity
Os05g0460000	R_5	22599462	22602556	113	rice	22599462	22602556	GO:0000166	nucleotide binding
Os05g0460000	R_5	22599462	22602556	113	rice	22599462	22602556	GO:0005575	cellular_component
Os05g0460000	R_5	22599462	22602556	113	rice	22599462	22602556	GO:0005622	intracellular anatomical structure
Os05g0460000	R_5	22599462	22602556	113	rice	22599462	22602556	GO:0005737	cytoplasm
Os05g0460000	R_5	22599462	22602556	113	rice	22599462	22602556	GO:0006950	response to stress
Os05g0460000	R_5	22599462	22602556	113	rice	22599462	22602556	GO:0042221	response to chemical
Os05g0460000	R_5	22599462	22602556	113	rice	22599462	22602556	GO:0009628	response to abiotic stimulus
Os03g0832200	R_3	34952200	34955905	113	rice	34952200	34955905	GO:0003674	molecular_function
Os03g0832200	R_3	34952200	34955905	113	rice	34952200	34955905	GO:0005515	protein binding
Os03g0832200	R_3	34952200	34955905	113	rice	34952200	34955905	GO:0005488	binding
Os03g0832200	R_3	34952200	34955905	113	rice	34952200	34955905	GO:0008150	biological_process
Os03g0832200	R_3	34952200	34955905	113	rice	34952200	34955905	GO:0009987	cellular process
Os03g0832200	R_3	34952200	34955905	113	rice	34952200	34955905	GO:0005575	cellular_component
Os03g0832200	R_3	34952200	34955905	113	rice	34952200	34955905	GO:0005622	intracellular anatomical structure
Os03g0832200	R_3	34952200	34955905	113	rice	34952200	34955905	GO:0005737	cytoplasm
Os03g0832200	R_3	34952200	34955905	113	rice	34952200	34955905	GO:0005783	endoplasmic reticulum
Os03g0832200	R_3	34952200	34955905	113	rice	34952200	34955905	GO:0030246	carbohydrate binding
Os03g0832200	R_3	34952200	34955905	113	rice	34952200	34955905	GO:0016020	membrane
Os03g0832200	R_3	34952200	34955905	113	rice	34952200	34955905	GO:0006950	response to stress
Os03g0832200	R_3	34952200	34955905	113	rice	34952200	34955905	GO:0008152	metabolic process
Os03g0832200	R_3	34952200	34955905	113	rice	34952200	34955905	GO:0009056	catabolic process
Os03g0832200	R_3	34952200	34955905	113	rice	34952200	34955905	GO:0042221	response to chemical
Os03g0832200	R_3	34952200	34955905	113	rice	34952200	34955905	GO:0019538	protein metabolic process
Os09g0396900	R_9	13831868	13833654	112	rice	13831868	13833654	GO:0005215	transporter activity
Os09g0396900	R_9	13831868	13833654	112	rice	13831868	13833654	GO:0003674	molecular_function
Os09g0396900	R_9	13831868	13833654	112	rice	13831868	13833654	GO:0006810	transport
Os09g0396900	R_9	13831868	13833654	112	rice	13831868	13833654	GO:0008150	biological_process
Os09g0396900	R_9	13831868	13833654	112	rice	13831868	13833654	GO:0009987	cellular process
Os09g0396900	R_9	13831868	13833654	112	rice	13831868	13833654	GO:0005575	cellular_component
Os09g0396900	R_9	13831868	13833654	112	rice	13831868	13833654	GO:0005622	intracellular anatomical structure
Os09g0396900	R_9	13831868	13833654	112	rice	13831868	13833654	GO:0016020	membrane
Os09g0396900	R_9	13831868	13833654	112	rice	13831868	13833654	GO:0005737	cytoplasm
Os09g0396900	R_9	13831868	13833654	112	rice	13831868	13833654	GO:0005773	vacuole
Os09g0396900	R_9	13831868	13833654	112	rice	13831868	13833654	GO:0019725	cellular homeostasis
Os09g0396900	R_9	13831868	13833654	112	rice	13831868	13833654	GO:0005488	binding
Os04g0530600	R_4	26540478	26542966	112	rice	26540478	26542966	GO:0008150	biological_process
Os04g0530600	R_4	26540478	26542966	112	rice	26540478	26542966	GO:0008152	metabolic process
Os04g0530600	R_4	26540478	26542966	112	rice	26540478	26542966	GO:0003674	molecular_function
Os04g0530600	R_4	26540478	26542966	112	rice	26540478	26542966	GO:0003824	catalytic activity
Os04g0530600	R_4	26540478	26542966	112	rice	26540478	26542966	GO:0005575	cellular_component
Os04g0530600	R_4	26540478	26542966	112	rice	26540478	26542966	GO:0005622	intracellular anatomical structure
Os04g0530600	R_4	26540478	26542966	112	rice	26540478	26542966	GO:0005737	cytoplasm
Os04g0530600	R_4	26540478	26542966	112	rice	26540478	26542966	GO:0009987	cellular process
